Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,CNYUSD=X,EURUSD=X,JPYUSD=X,CNYUSD=X,EURUSD=X,JPYUSD=X,CNYUSD=X,EURUSD=X,JPYUSD=X,CNYUSD=X,EURUSD=X,JPYUSD=X,CNYUSD=X,EURUSD=X,JPYUSD=X
Date,,,,,,,,,,,,,,,
2017-01-02,0.14401336014270782,1.052698016166687,0.00856201071292162,0.14419610798358917,1.0540739297866821,0.008567145094275475,0.14396360516548157,1.0465724468231201,0.008511724881827831,0.14401336014270782,1.0530749559402466,0.008560910820960999,0.0,0,0.0
2017-01-03,0.14400921761989594,1.0460032224655151,0.00851100031286478,0.14419610798358917,1.0492078065872192,0.008526166900992393,0.14366990327835083,1.0347682237625122,0.008432201109826565,0.14400921761989594,1.0459157228469849,0.008511507883667946,0.0,0,0.0
2017-01-04,0.1436823010444641,1.0419923067092896,0.008499137125909328,0.14421066641807556,1.0478885173797607,0.008542044088244438,0.14367608726024628,1.0391337871551514,0.00846195500344038,0.14368022978305817,1.0418403148651123,0.00849776528775692,0.0,0,0.0
2017-01-05,0.14440225064754486,1.0500892400741577,0.008538762107491493,0.14576196670532227,1.060895323753357,0.008673553355038166,0.14421482384204865,1.048657774925232,0.00854080356657505,0.14421482384204865,1.0498688220977783,0.008542919531464577,0.0,0,0.0
2017-01-06,0.14518213272094727,1.0605915784835815,0.008675660938024521,0.14547358453273773,1.060895323753357,0.008675810880959034,0.1443939059972763,1.0539628267288208,0.008565750904381275,0.14518001675605774,1.0605578422546387,0.008671673014760017,0.0,0,0.0
2017-01-09,0.14456090331077576,1.0531858205795288,0.008536064997315407,0.14470314979553223,1.0560777187347412,0.008607110939919949,0.14415453374385834,1.0513478517532349,0.008508900180459023,0.14455880224704742,1.0534077882766724,0.008535409346222878,0.0,0,0.0
2017-01-10,0.14416077733039856,1.0588620901107788,0.008621804416179657,0.14463616907596588,1.0625863075256348,0.008680329658091068,0.14416077733039856,1.0561892986297607,0.00859601330012083,0.14416077733039856,1.0587612390518188,0.008620986714959145,0.0,0,0.0
2017-01-11,0.14448362588882446,1.0552419424057007,0.008630212396383286,0.14468638598918915,1.056747317314148,0.008644461631774902,0.14416491985321045,1.0456969738006592,0.00855907890945673,0.1444856971502304,1.0554089546203613,0.008629988878965378,0.0,0,0.0
2017-01-12,0.14417323470115662,1.0597710609436035,0.008688248693943024,0.1452411711215973,1.0686043500900269,0.008790436200797558,0.1441670060157776,1.0575296878814697,0.008679123595356941,0.14417323470115662,1.0596587657928467,0.008691495284438133,0.0,0,0.0
2017-01-13,0.14503474533557892,1.0616837739944458,0.008721132762730122,0.14541225135326385,1.0667804479599,0.008750131353735924,0.14492753148078918,1.0600003004074097,0.008666411973536015,0.14503474533557892,1.0617965459823608,0.008718700148165226,0.0,0,0.0
2017-01-16,0.14495274424552917,1.0628687143325806,0.008754497393965721,0.14525172114372253,1.0633434057235718,0.00879538431763649,0.14490443468093872,1.058133840560913,0.008737516589462757,0.14495064318180084,1.0626879930496216,0.008751816116273403,0.0,0,0.0
2017-01-17,0.14511682093143463,1.0602991580963135,0.008760249242186546,0.14608563482761383,1.071799874305725,0.008869966492056847,0.14489184319972992,1.0601418018341064,0.00875074416399002,0.14492753148078918,1.0603891611099243,0.008762245066463947,0.0,0,0.0
2017-01-18,0.14610056579113007,1.0696789026260376,0.008859122171998024,0.14647507667541504,1.0714668035507202,0.008877446874976158,0.14557524025440216,1.0659617185592651,0.008806305006146431,0.14590871334075928,1.0697818994522095,0.00885676871985197,0.0,0,0.0
2017-01-19,0.14624159038066864,1.062778353691101,0.008713685907423496,0.14624586701393127,1.0676802396774292,0.008739502169191837,0.14544185996055603,1.058974266052246,0.008656434714794159,0.14624159038066864,1.0629477500915527,0.008715508505702019,0.0,0,0.0
2017-01-20,0.14574497938156128,1.0659730434417725,0.008697164244949818,0.1459619700908661,1.0695186853408813,0.008730117231607437,0.14538899064064026,1.0626766681671143,0.008667764253914356,0.14554981887340546,1.0661321878433228,0.008703675121068954,0.0,0,0.0
